ID,xicStart,xicEnd,feature,corrMax,ionCount,chargeOrder,maxIsotopeCount,rt,mwMonoisotopic,theo_mwMonoisotopic,inferredStructure,maxIntensity
996,15.7525316666667,15.865005,996,0.972870463727308,4,2,3,15.7987959627477,2018.87228788677,,,7360
997,15.78367,15.9156883333333,997,0.96820989519743,6,2,4,15.8483353158206,1986.80627753521,,,7932
998,15.7525316666667,15.865005,998,0.999152544287327,4,2,3,15.8018578848197,1469.60666288677,,,4813
999,15.743675,15.8963383333333,999,0.99566899403781,3,1,2,15.8054669606891,432.106309959011,,,3203
1000,15.78367,15.9248733333333,1000,0.987031786069074,5,3,3,15.8842892323477,1415.63173505281,,,2287
1001,15.865005,15.9773366666667,1001,0.98022131980409,4,1,2,15.9150746160976,538.14949150198,,,1856
1002,15.865005,15.9248733333333,1002,0.912415298538851,5,2,3,15.9020152956011,1976.73447050396,,,9506
1003,15.865005,16.1579966666667,1003,0.999484540347451,15,1,2,16.0033981689066,690.095018455105,,,7532
1004,15.8963383333333,15.9773366666667,1004,0.986141965867006,5,2,3,15.9173765498461,1007.56552519146,,,8507
1005,15.9066616666667,16.2789966666667,1005,0.999284927949892,16,1,2,16.1193265152623,551.234361716824,,,4989
1006,15.8963383333333,16.1380216666667,1006,0.999833295226205,8,1,2,16.0159871321292,539.045641013699,,,4573
1007,15.8963383333333,15.9248733333333,1007,0.970529111196233,4,2,3,15.9138142087793,1137.5170632774,,,5230
1008,15.792335,16.9775566666667,1008,0.994573539983667,34,1,2,16.3498420288631,685.195055076199,,,3069
1009,15.8963383333333,16.1080316666667,1009,0.999882852004218,10,1,2,16.0210704447328,461.26567275198,,,11519
1010,15.9066616666667,16.0793766666667,1010,0.961635974706299,4,2,3,16.0178166780112,1279.16696562115,,,3778
1011,15.8963383333333,16.298495,1011,0.979733826199833,9,1,2,16.1547425507153,432.323961326199,,,2111
1012,15.9066616666667,16.2789966666667,1012,0.988310087796421,12,1,2,16.0905450299339,549.210863181667,,,2419
1013,15.9248733333333,16.03967,1013,0.993482834383735,4,1,2,15.978524560596,402.022600242214,,,7299
1014,15.9773366666667,16.25883,1014,0.997122246781301,15,2,3,16.1082987286993,1099.64877714459,,,9178
1015,15.9773366666667,16.1579966666667,1015,0.998593521703992,10,1,2,16.0701629754024,410.227922507839,,,7899
1016,15.9248733333333,16.03967,1016,0.998388553325107,4,1,2,15.9896024158816,402.183885642605,,,2084
1017,15.9066616666667,16.1380216666667,1017,0.982420611219674,9,1,3,16.0302260025959,521.124222947293,,,2273
1018,15.8963383333333,15.9248733333333,1018,0.992972967145072,3,3,3,15.914048561848,1348.67409345125,,,2280
1019,15.9156883333333,16.1579966666667,1019,0.996106882390703,11,2,3,16.0842057561353,1402.78281034771,,,6661
1020,15.9066616666667,16.0793766666667,1020,0.997998978266522,3,1,2,15.9856040572246,448.105394431668,,,2134
1021,15.9156883333333,16.0793766666667,1021,0.963476537753194,3,1,2,15.9703344979367,440.290239402371,,,3316
1022,15.9773366666667,16.1980083333333,1022,0.999995887090026,12,1,2,16.0605772567983,466.25395400198,,,14486
1023,16.00867,16.3703366666667,1023,0.998374036495095,27,1,2,16.2123445179059,426.076646873074,,,14224
1024,16.00867,16.1579966666667,1024,0.960417543603401,7,1,2,16.087902544338,740.188585349636,,,2962
1025,15.9773366666667,16.248495,1025,0.99752574583232,12,1,2,16.1405182275531,466.094224998074,,,2915
1026,15.865005,16.03967,1026,0.954945393014625,3,1,2,15.9623011612209,612.169327927761,,,1865
1027,16.00867,16.2684966666667,1027,0.988871230855628,9,1,2,16.1477793699781,594.410387107449,,,2203
1028,16.0793766666667,16.1891716666667,1028,0.999244248216371,4,1,2,16.1295550616692,399.298296042996,,,2122
1029,16.098995,16.2684966666667,1029,0.991410376194117,5,3,3,16.1671096128769,1415.63338300203,,,1870
1030,16.0893283333333,16.22917,1030,0.999200886704152,11,2;1,3,16.1556492850418,1095.4711648399,,,23963
1031,16.049495,16.248495,1031,0.996712854626386,10,2,3,16.1405668581832,1499.8110085899,,,2867
1032,16.049495,16.50217,1032,0.999962574374392,19,1,2,16.2748998968294,426.371019431668,,,4394
1033,16.049495,16.0893283333333,1033,0.997624291713296,3,1,2,16.0689963795235,540.178636619168,,,3821
1034,16.03967,16.1380216666667,1034,0.934282665440397,4,3,5,16.0967933611066,2910.21086630281,,,6163
1035,15.9156883333333,16.098995,1035,0.969351962253542,3,1,2,16.0230454952711,380.014879294949,,,1826
1036,15.9156883333333,16.098995,1036,0.999545249369189,3,1,2,16.0221654167415,380.180925437527,,,2069
1037,16.049495,16.5926633333333,1037,0.996965727411468,15,1,3,16.2998511354541,520.12556572073,,,5734
1038,15.9773366666667,16.1579966666667,1038,0.931787403478921,3,3,3,16.0652253242403,1181.60866376375,,,2168
1039,16.0793766666667,16.1891716666667,1039,0.966143374422405,3,3;4,3,16.1217723584196,2249.91295370516,,,2034
1040,16.1080316666667,16.80783,1040,0.999077604881622,37,1,2,16.4791596099874,516.278429099636,,,20372
1042,16.1891716666667,16.3184966666667,1042,0.983838284900293,7,1,2,16.2584598345119,649.157945701199,,,3579
1043,16.1891716666667,16.3184966666667,1043,0.998666350392988,14,1,2,16.2749232458251,384.045732566433,,,3955
1044,16.1891716666667,16.3184966666667,1044,0.999521402613822,10,1,2,16.2676107841611,540.251451560574,,,4466
1045,16.1478283333333,16.4005116666667,1045,0.994135656060108,16,1,2,16.2425780519091,608.221361228543,,,5066
1046,16.1980083333333,16.3184966666667,1046,0.976748730722614,11,2,3,16.2709456066657,938.309909957085,,,6768
1047,16.1980083333333,16.3083283333333,1047,0.990068708335285,7,1,2,16.2679485642343,701.184862205105,,,5746
1048,16.1380216666667,16.3703366666667,1048,0.999857727062024,12,1,2,16.2107557945918,402.056169578152,,,15052
1049,16.1380216666667,16.3703366666667,1049,0.999220282111517,16,1,2,16.2623547562541,622.224596091824,,,117547
1050,16.1380216666667,16.1891716666667,1050,0.999143558308775,4,1,2,16.1563146397267,892.392808982449,,,5589
1051,16.1380216666667,16.3703366666667,1051,0.999889575348036,16,1,2,16.2653697432437,624.200487205105,,,45328
1052,16.1478283333333,16.3703366666667,1052,0.995583337276175,11,1,2,16.2723530127471,395.043138572292,,,6801
1053,16.1891716666667,16.2684966666667,1053,0.950641060830166,6,2,3,16.2324648015791,1012.61606230084,,,8414
1054,16.1891716666667,16.3703366666667,1054,0.998127580833795,9,1,2,16.2815544028383,440.289964744168,,,3477
1055,16.1478283333333,16.2888283333333,1055,0.99786900510989,7,1,2,16.2168955444832,402.184251853543,,,2246
1056,16.1380216666667,16.1579966666667,1056,0.993647432889561,3,2,3,16.1475077396886,1077.45969023052,,,4981
1057,16.1891716666667,16.4500166666667,1057,0.988294624763948,15,1,2,16.2909306672709,538.275804587918,,,7136
1058,16.1980083333333,16.3184966666667,1058,0.998272776971225,9,1,2,16.2712173109053,692.411363669949,,,2947
1059,16.1980083333333,16.2684966666667,1059,0.999931775878018,6,1,2,16.238216127863,484.326158591824,,,13572
1060,16.1891716666667,16.7803283333333,1060,0.995333163293919,22,1,2,16.5339126704213,424.171159812527,,,3023
1061,16.22917,16.3184966666667,1061,0.99793785351593,10,1,2,16.2770706897149,503.258073875027,,,19905
1062,16.22917,16.3703366666667,1062,0.999408797635882,11,1,2,16.2844291340082,420.067369529324,,,10565
1063,16.248495,16.3184966666667,1063,0.999532166530865,7,1,2,16.2874059474415,559.320665427761,,,4017
1064,16.2684966666667,16.4500166666667,1064,0.941933305131212,4,4,4,16.3217126247675,3173.32419530479,,,2846
1065,16.248495,16.898675,1065,0.97845320438509,28,1,2,16.592413929958,521.124039841824,,,1964
1066,16.25883,16.3083283333333,1066,0.998870586346706,4,1,2,16.2795621368559,400.131853171902,,,2349
1067,16.2684966666667,16.3184966666667,1067,0.995989079428211,6,1,2,16.2934982653158,438.258928367214,,,10429
1068,16.1980083333333,16.2888283333333,1068,0.986518513450321,4,1,2,16.2622221313219,506.156877585964,,,2573
1069,16.2789966666667,16.3184966666667,1069,0.999982923830394,3,1,2,16.3028712918044,442.04936415823,,,9941
1070,16.3083283333333,16.4408283333333,1070,0.999567790774618,6,1,2,16.3782194430066,603.346971580105,,,15730
1071,16.2888283333333,16.3184966666667,1071,0.98862864179124,3,1,2,16.3059789818296,674.166429587917,,,4788
1072,16.2888283333333,16.4005116666667,1072,0.987034118048347,8,3;2,3,16.33876400409,2018.87228788677,,,7384
1073,16.2888283333333,16.3083283333333,1073,0.997482434079921,3,1,2,16.2985440645745,480.03373915823,,,2939
1074,16.25883,16.3184966666667,1074,0.995099966009474,3,1,2,16.289287157132,644.207933494168,,,2340
1075,16.23883,16.3184966666667,1075,0.999935660196759,5,1,2,16.2945247039922,394.207414695339,,,4504
1076,16.25883,16.4306933333333,1076,0.998861710937238,4,1,2,16.3491025136906,386.138383933621,,,1662
1077,16.3703366666667,16.4306933333333,1077,0.99084882428373,3,2,3,16.3896262944667,1240.58224882427,,,15259
1078,16.3703366666667,16.4306933333333,1078,0.998771633096744,3,1,2,16.3939158069878,586.32036025198,,,9677
1079,16.3703366666667,16.50217,1079,0.99980004873937,5,1,2,16.4400400999355,623.373216697293,,,7279
1080,16.4005116666667,16.4500166666667,1080,0.944730669556684,4,2,3,16.4297007023944,1488.67343534771,,,6910
1081,16.4005116666667,16.4408283333333,1081,0.999518798353874,3,1,2,16.4242393274238,445.288499900417,,,3427
1082,16.4005116666667,19.288995,1082,0.990758681108845,129,1,2,17.8566402157221,376.893327781277,,,3960
1083,16.4005116666667,16.9270416666667,1083,0.99766335776284,25,1,2,16.7096557566368,393.870409080105,,,4086
1084,16.3703366666667,16.731995,1084,0.992331963671165,12,1,2,16.5684044736621,594.410570212918,,,2622
1085,16.4005116666667,16.5826916666667,1085,0.999970508038444,8,1,2,16.4521085682321,533.304857322293,,,51925
1086,16.4005116666667,16.4500166666667,1086,0.99999021436985,4,1,2,16.4324421417461,459.26762587698,,,10536
1087,16.2888283333333,17.006995,1087,0.992628422764061,25,1,2,16.6956367695992,399.236589500027,,,2701
1088,16.4306933333333,16.5333366666667,1088,0.999004792977112,5,2,3,16.4742156901756,1154.45444120709,,,14054
1089,16.4408283333333,16.7216616666667,1089,0.999382689737234,10,1,2,16.5921952901631,551.23393447073,,,5038
1090,16.4500166666667,17.3735383333333,1090,0.986762044617965,61,1,2,16.9860290019657,669.083482810574,,,11484
1091,16.50217,16.6611616666667,1091,0.943766409192913,11,3,5,16.5841110178715,2601.28612265047,,,7915
1092,16.50217,16.56467,1092,0.994850102657348,3,1,2,16.5316461734288,577.33159072073,,,4001
1093,16.4306933333333,16.56467,1093,0.941291681142269,4,1,2,16.5039835125154,740.189378806668,,,2848
1094,16.4306933333333,17.0475266666667,1094,0.999506762900208,37,1,2,16.7421089585502,456.233690330105,,,7179
1095,16.50217,16.5926633333333,1095,0.944613180480415,3,1,2,16.5568983376601,488.048021384792,,,2013
1096,16.573515,16.6215033333333,1096,0.978533099420729,6,3;2,4,16.5981522014878,2077.85405477938,,,3317
1097,16.4005116666667,16.6215033333333,1097,0.992288585841452,9,1,2,16.5583192848833,549.210130759793,,,2574
1098,16.50217,17.4353283333333,1098,0.999895271702349,56,1,2,16.6276385767713,563.351732322293,,,316488
1099,16.50217,16.80783,1099,0.999807252984849,26,1,2,16.6011476704612,546.325182029324,,,168771
1100,16.4306933333333,16.573515,1100,0.952262598049315,3,1,2,16.49780651207,448.104753562527,,,2040
1101,16.4408283333333,16.50217,1101,0.993156212137158,3,2,3,16.4748036612962,1138.55014433209,,,11604
1102,16.3703366666667,19.769495,1102,0.996871705729321,146,1,2,18.1020056692811,435.872026511746,,,5363
1103,16.5333366666667,16.631495,1103,0.99917695204642,9,1,2,16.5844410545294,568.307054587917,,,24100
1104,16.56467,16.9476616666667,1104,0.999929165104874,33,1,2,16.6521421774254,394.207780906277,,,48406
1105,16.56467,16.6711633333333,1105,0.999985206799138,7,1,2,16.6086451354296,401.204698630886,,,5571
1106,16.4306933333333,19.2601833333333,1106,0.999980647964743,164,1,2,18.0362535372675,380.180864402371,,,5810
1107,16.5333366666667,16.7701616666667,1107,0.998823741809588,16,1,2,16.6680501762283,578.116319724636,,,2793
1108,16.4306933333333,16.6215033333333,1108,0.998160794861944,4,1,2,16.5413563053087,430.060747214871,,,2120
1109,16.5333366666667,16.6611616666667,1109,0.999111722769854,6,1,3,16.6054173360733,537.152665330105,,,4721
1110,16.56467,16.7216616666667,1110,0.999910243445837,6,1,2,16.6280881473297,402.184312888699,,,1590
1111,16.5826916666667,17.4456616666667,1111,0.999225310336052,36,1,2,17.0218709378005,416.026323386746,,,2748
1112,16.5826916666667,16.9968283333333,1112,0.933373272108578,20,1,2,16.7880813573862,538.14949150198,,,2143
1113,16.573515,16.7803283333333,1113,0.994437337061667,14,1,2,16.6785936125847,440.289812156277,,,3852
1114,16.4306933333333,17.2156866666667,1114,0.999916941971126,33,1,2,16.9017083029468,380.014116355496,,,1971
1115,16.5826916666667,16.6508816666667,1115,0.999457611210585,3,1,2,16.6122241491491,399.909593650417,,,2158
1116,16.5926633333333,16.6416616666667,1116,0.967041749512315,3,4,4,16.6150880357241,3173.31565038292,,,2122
1117,16.6215033333333,16.750995,1117,0.999135937185318,12,2,3,16.6862715141028,1327.73715605084,,,4725
1118,16.631495,16.6803433333333,1118,0.998517861556895,4,1,2,16.6593218716235,428.275133201199,,,3186
1119,16.6215033333333,16.7113383333333,1119,0.994738522776698,5,1,2,16.6597729180637,526.324998923855,,,2627
1120,16.6215033333333,16.7113383333333,1120,0.999992651565913,4,1,2,16.6586271360181,426.371049949246,,,3857
1121,16.6215033333333,16.798715,1121,0.987582252970696,8,3,3,16.7118535254044,1348.67482587313,,,2458
1122,16.631495,16.6803433333333,1122,0.997136650267381,6,1,2,16.658442441701,670.391038962918,,,3205
1123,16.631495,16.6611616666667,1123,0.995612911510744,3,1,2,16.6452815862117,448.107439109402,,,1681
1124,16.631495,17.6295033333333,1124,0.997404570129538,51,1,2,17.0821995413471,376.26127822073,,,3498
1125,16.6215033333333,16.7411866666667,1125,0.995127704154979,4,1,2,16.6770570848432,740.188951560574,,,2836
1126,16.6416616666667,16.7113383333333,1126,0.984042483311221,3,2,3,16.6852814770335,1091.43954862896,,,4111
1127,16.6611616666667,17.1976633333333,1127,0.955574734640395,41,2,3,16.9476929753293,1478.79001249615,,,8159
1128,16.631495,16.80783,1128,0.92032650350701,9,1,2,16.7297975694587,628.432725974636,,,3093
1129,16.6215033333333,16.6803433333333,1129,0.994958687983646,3,1,2,16.6500692867307,432.323900291043,,,2262
1130,16.6611616666667,16.798715,1130,0.995996928203792,7,1,3,16.7325807154522,520.125809861355,,,5285
1131,16.7113383333333,17.01733,1131,0.995782564252215,10,1,2,16.8621587969064,451.874589988308,,,3226
1132,16.750995,16.9968283333333,1132,0.997562133305716,20,1,2,16.8521761712123,419.230791160183,,,27619
1133,16.7411866666667,16.798715,1133,0.99649416918522,7,2,3,16.7699637403849,1823.7602273399,,,3128
1134,16.7411866666667,16.937495,1134,0.99801535912569,8,1,2,16.8328115585769,399.909441062527,,,2273
1135,16.7411866666667,16.9178533333333,1135,0.999966684622367,15,1,2,16.8129875619367,505.291978904324,,,38282
1136,16.7411866666667,16.7803283333333,1136,0.970027614454924,4,3;4,3,16.7622537439047,2249.91789755281,,,2081
1137,16.7411866666667,16.9968283333333,1137,0.999571911825279,26,1,2,16.8574057262753,452.336229392605,,,32567
1138,16.7216616666667,16.7895183333333,1138,0.974496023119647,4,1,2,16.7570097779601,612.170731736355,,,1695
1139,16.750995,16.80783,1139,0.998736571957419,6,1,2,16.7828836344502,484.32621962698,,,7193
1140,16.7701616666667,16.8272066666667,1140,0.999956867432512,7,1,2,16.801773826458,495.269548484402,,,9895
1141,16.7803283333333,18.9938866666667,1141,0.999334917540756,113,1,2,17.7713712067963,551.234300681668,,,6014
1142,16.798715,16.8884966666667,1142,0.989270854997527,5,2,3,16.8435733955801,1119.50693144146,,,4540
1143,16.7701616666667,18.963995,1143,0.99979291177648,121,1,2,17.912920162214,426.370836326199,,,4837
1144,16.7701616666667,16.9865283333333,1144,0.999872143174162,5,1,2,16.881388445724,376.149400779324,,,1702
1145,16.818,16.937495,1145,0.9957770734949,7,1,2,16.8765964611241,474.318162986355,,,9918
1146,16.8272066666667,16.9270416666667,1146,0.989832497384022,5,1,2,16.8904815601775,578.116563865261,,,2808
1147,16.7895183333333,16.937495,1147,0.99836694109776,9,1,2,16.8976067282536,517.273668357449,,,8032
1148,16.8782483333333,17.235495,1148,0.994565797173005,11,1,3,17.0419922677855,537.153031541043,,,5173
1149,16.8782483333333,16.937495,1149,0.958997529411382,6,2,3,16.9042212233398,1894.79819120709,,,3626
1150,16.8884966666667,39.88533,1150,0.996985560873506,3924,1,2,31.3458288058323,440.29057509573,,,458797
1151,16.898675,16.9476616666667,1151,0.992908174400123,4,1,2,16.9235666178985,424.189378806668,,,2381
1152,16.818,16.9775566666667,1152,0.999463233925292,4,1,2,16.9130902987789,398.19145400198,,,1844
1153,16.8782483333333,16.9270416666667,1153,0.987206386388952,5,2,3,16.9013652035255,1189.51279081646,,,3845
1154,16.8884966666667,16.9968283333333,1154,0.987646316619093,6,1,2,16.9317571083435,522.28080947073,,,3594
1155,16.9088283333333,16.937495,1155,0.975081796454712,3,1,2,16.9207594009056,430.060075828152,,,1702
1156,16.9270416666667,16.9476616666667,1156,0.992146717658537,3,1,2,16.9386157890701,590.235277244167,,,5610
1157,16.937495,17.0678283333333,1157,0.996695117560607,5,1,3,16.9985202055542,520.125626755886,,,5134
1158,16.9088283333333,18.1886616666667,1158,0.934749843250508,61,3,3,17.4558296055773,1181.61058637117,,,3979
1160,16.8782483333333,17.3433516666667,1160,0.962487022151135,20,1,2,17.1261427091309,740.189561912136,,,3011
1161,16.898675,17.1371616666667,1161,0.982116469252367,9,3,3,17.0478922693547,1348.67180463289,,,1984
1162,16.9775566666667,18.1682316666667,1162,0.965623960167205,70,1,3,17.505714499915,594.146439744168,,,3021
1163,16.9865283333333,17.09733,1163,0.988652989157453,8,1,2,17.0467396588478,462.260515281277,,,2697
1164,16.9968283333333,17.0768733333333,1164,0.963801847986691,4,3,4,17.0319444204711,2161.00224813875,,,2770
1165,17.006995,17.0578283333333,1165,0.99395378447271,3,1,2,17.0365241199674,578.116685935574,,,2622
1166,17.006995,20.5186616666667,1166,0.98290289073919,195,1,3,18.7888587787614,521.123856736355,,,2900
1167,16.9968283333333,17.1076616666667,1167,0.990451061804502,10,2,3,17.060497660038,1119.47104276959,,,10722
1168,16.9865283333333,17.126835,1168,0.94576255849895,9,3,4,17.0551933569393,2428.89342245516,,,3956
1169,16.9865283333333,17.0475266666667,1169,0.993528628096351,5,1,2,17.0102544991949,785.41801650198,,,4777
1170,16.9775566666667,17.01733,1170,0.997023242921192,5,1,2,16.9987651293263,554.416124412136,,,3321
1171,16.9865283333333,17.01733,1171,0.994042345909713,3,2,3,17.0016994035181,1110.53586210552,,,3563
1172,17.006995,17.0768733333333,1172,0.996126986748978,3,1,2,17.0542192060163,400.279954978543,,,3458
1173,17.0475266666667,17.0768733333333,1173,0.974789554813653,4,1,2,17.0617144469256,574.384935447293,,,3421
1174,17.006995,17.0871616666667,1174,0.949860419298346,4,1,2,17.054519878642,612.169877244168,,,1691
1175,17.01733,18.6659966666667,1175,0.922621279935886,112,2;3,3,17.7602288192473,1366.21225370708,,,10962
1176,17.0578283333333,29.324345,1176,0.997988379709496,1090,1,3,23.6880739540679,504.095139695339,,,4146
1177,17.09733,17.18767,1177,0.999999992662432,5,1,2,17.1438983265693,546.325365134793,,,2478
1178,17.0475266666667,17.1563283333333,1178,0.999524838354369,12,1,2,17.105858417948,484.326189109402,,,20186
1179,17.0678283333333,17.1563283333333,1179,0.999695943691273,10,1,2,17.1096262959634,506.308092185574,,,16823
1180,17.0475266666667,17.1076616666667,1180,0.986933161928829,7,2,3,17.073037731597,1123.4672585899,,,6868
1181,17.01733,17.1976633333333,1181,0.994379620966049,9,2,2,17.085134847618,922.682102339897,,,2677
1182,17.0475266666667,17.126835,1182,0.999633640632123,8,1,2,17.0798918669404,536.276720115261,,,8995
1183,17.0678283333333,17.25533,1183,0.999960939469769,11,1,2,17.1490586963455,667.399705955105,,,3832
1184,17.09733,17.26453,1184,0.997453770371388,10,1,2,17.1816535546445,594.410753318386,,,2561
1185,17.0678283333333,17.1371616666667,1185,0.998796702266431,3,1,2,17.1005039496792,394.207628318386,,,2748
1186,17.0578283333333,19.05317,1186,0.999924080284388,74,1,2,18.174873912029,685.195177146511,,,3725
1187,17.0678283333333,17.1371616666667,1187,0.992324356932184,6,1,2,17.1040145317051,430.060503074246,,,1904
1188,17.0871616666667,17.1176616666667,1188,0.999862324695336,4,1,2,17.0995377593856,647.373827048855,,,7379
1189,17.0768733333333,17.1371616666667,1189,0.999162005672591,5,1,2,17.1122368110059,714.417406150417,,,5336
1190,17.0768733333333,17.3338283333333,1190,0.99998178478967,12,1,2,17.1996866604904,426.248277732449,,,2466
1191,17.09733,17.8346616666667,1191,0.95090780099864,33,1,2,17.4944414613159,538.150223923855,,,2018
1192,17.1076616666667,17.2156866666667,1192,0.99919874782781,10,1,2,17.1595186616355,547.284105369168,,,13693
1193,17.1076616666667,17.1976633333333,1193,0.996596511615466,8,2,3,17.1469445023128,1488.67282499615,,,6243
1194,17.1176616666667,17.2065283333333,1194,0.998822223557097,5,1,2,17.1564595947242,399.909959861355,,,2208
1195,17.1371616666667,17.2065283333333,1195,0.999507472330595,5,1,2,17.1664033104776,549.209337302761,,,1840
1196,17.14633,17.2848283333333,1196,0.998690722882479,7,1,2,17.2119228404098,399.298235007839,,,2180
1197,17.1563283333333,17.2156866666667,1197,0.998883916963846,3,1,2,17.1924201178981,436.206773826199,,,1852
1198,17.18767,17.3433516666667,1198,0.999989947014455,17,1,2,17.2483259392513,577.331285544949,,,44726
1199,17.1371616666667,17.2256616666667,1199,0.936122923135812,6,2,3,17.18321409954,2030.7963601524,,,4837
1200,17.126835,17.1563283333333,1200,0.997008933600017,3,1,2,17.1402470199837,578.116869041043,,,2529
1201,17.1076616666667,17.2453283333333,1201,0.999691483333775,8,1,2,17.1643441836508,456.233659812527,,,2126
1202,17.14633,17.18767,1202,0.992733495707574,3,2,3,17.1615914987483,1894.79700019146,,,3218
1203,17.1976633333333,17.2946633333333,1203,0.999940948300006,11,1,2,17.2441528360114,560.304613181668,,,17911
1204,17.2065283333333,17.81467,1204,0.999943329237271,38,1,2,17.3102924605122,607.378282615261,,,195326
1205,17.2065283333333,17.49633,1205,0.99954379492292,23,1,2,17.2938165523551,590.351854392605,,,97618
1206,17.2065283333333,17.25533,1206,0.999124601870002,3,1,2,17.2349788309731,374.339220115261,,,2140
1207,17.235495,17.3433516666667,1207,0.999834160533654,12,1,2,17.2867723538863,612.333421775417,,,12669
1208,17.2156866666667,17.2746616666667,1208,0.998353669526799,6,1,2,17.2507037881935,487.262590476589,,,4985
1209,17.1563283333333,17.2256616666667,1209,0.951573376470701,5,1,2,17.201927663347,516.306627341824,,,4391
1210,17.1371616666667,17.2156866666667,1210,0.999977375662538,3,1,2,17.1876634345721,448.104478904324,,,2038
1211,17.1076616666667,17.2065283333333,1211,0.998789710544958,3,1,2,17.1573069640748,453.859849998074,,,1871
1212,17.2256616666667,17.49633,1212,0.99686748299938,8,1,2,17.3327391888985,376.150255271511,,,1861
1213,17.2453283333333,17.2848283333333,1213,0.998175055295675,3,1,2,17.2602606546707,621.357530662136,,,2435
1214,17.25533,17.2848283333333,1214,0.991912470823846,3,1,2,17.2739678856828,502.298845359402,,,3398
1215,17.25533,17.42533,1215,0.936060279968738,5,1,2,17.3167597732624,757.216417380886,,,2382
1216,17.235495,17.5064966666667,1216,0.998742673403968,14,1,2,17.3845165058115,382.196123191433,,,2097
1217,17.25533,17.4863283333333,1217,0.999806192425906,11,1,2,17.3587198121674,440.183672019558,,,2660
1218,17.26453,17.3236633333333,1218,0.999909702216976,5,1,2,17.2943163724755,399.909746238308,,,1760
1219,17.26453,17.3338283333333,1219,0.992696655726626,3,1,2,17.2928122399021,430.061174460964,,,1746
1220,17.26453,17.55817,1220,0.992823828999194,11,1,3,17.4092114938092,520.125931931668,,,5963
1221,17.30368,17.5883283333333,1221,0.969265158984479,11,2,3,17.4548216839428,1303.17795194927,,,3650
1222,17.3136616666667,17.4456616666667,1222,0.984211405270648,5,1,2,17.376356139983,374.339311667996,,,2249
1223,17.3433516666667,18.4195466666667,1223,0.999999974913305,33,1,2,17.8876267155556,578.117601462917,,,3434
1224,17.3735383333333,17.8346616666667,1224,0.999924959451778,20,1,2,17.6192160834398,399.298173972683,,,2117
1225,17.3838283333333,17.5883283333333,1225,0.998826723791261,13,1,2,17.4549640592725,471.294267722683,,,17682
1226,17.3433516666667,17.4150033333333,1226,0.999030124775242,4,1,2,17.3795315015829,489.293413230496,,,5462
1227,17.3433516666667,17.4456616666667,1227,0.99903523386585,7,1,2,17.4059856078407,457.315141746121,,,9874
1228,17.3735383333333,17.4456616666667,1228,0.998693622941179,5,1,2,17.4053994770569,479.297044822293,,,6704
1229,17.3338283333333,19.2601833333333,1229,0.998968368045837,108,1,2,18.3508242842433,380.014177390652,,,3891
1230,17.3338283333333,17.5984966666667,1230,0.997514209162184,11,1,2,17.4836342907444,594.41118056448,,,2388
1231,17.3236633333333,17.3735383333333,1231,0.983288684117133,3,1,2,17.3459275009638,436.207231589871,,,1963
1232,17.3236633333333,17.4456616666667,1232,0.998014250534964,5,1,2,17.3611882177608,398.190904685574,,,2026
1233,17.3338283333333,17.7551616666667,1233,0.994188653711669,14,1,2,17.5466182014498,424.189378806668,,,3555
1234,17.3735383333333,17.4456616666667,1234,0.993288900668765,6,1,2,17.415248080459,618.408372947293,,,9137
1235,17.4150033333333,17.476055,1235,0.999953338532284,5,1,2,17.4367921749816,493.276506492214,,,11310
1236,17.4150033333333,17.9148283333333,1236,0.999981456065089,58,1,2,17.5528583357105,468.269517966824,,,76248
1237,17.4150033333333,17.5064966666667,1237,0.999956806584727,8,1,2,17.4592587052448,775.339159080105,,,9650
1238,17.3735383333333,17.4353283333333,1238,0.999762231346818,4,1,2,17.4153960917044,596.42680556448,,,6493
1239,17.2746616666667,17.49633,1239,0.987924499998954,5,1,2,17.3829660910758,448.106950828152,,,2222
1240,17.2848283333333,17.3735383333333,1240,0.999580357786019,3,1,2,17.3179576849192,432.32328993948,,,2007
1241,17.42533,17.5783283333333,1241,0.916831632276945,8,1,2,17.4891626449524,516.30668837698,,,4738
1242,17.42533,17.6485316666667,1242,0.985615367230688,12,1,2,17.5090875588455,628.431749412136,,,3372
1243,17.42533,17.476055,1243,0.99558730060994,3,2,3,17.4470073314938,1024.55929960552,,,2669
1244,17.4353283333333,17.7653283333333,1244,0.907854422158527,44,3;2,4,17.6139570469169,1908.95044257427,,,6687
1245,17.4353283333333,18.470495,1245,0.994366173996403,45,1,3,17.9501959531332,611.17195243948,,,4401
1246,17.4353283333333,17.55817,1246,0.999998320576292,5,1,2,17.4838939733929,470.347154685574,,,3011
1247,17.4456616666667,17.8953316666667,1247,0.999396647798072,21,1,2,17.6690906967821,668.167772361355,,,2756
1248,17.3735383333333,17.4863283333333,1248,0.990859172169788,4,1,2,17.4448765394102,386.136003562527,,,1679
1249,17.4353283333333,17.5681616666667,1249,0.998079065431581,4,1,2,17.4880067314513,399.909288474636,,,1992
1250,17.4456616666667,18.963995,1250,0.907912365174266,94,2,3,18.2330016690911,1730.51620878521,,,5362
1251,17.476055,17.7831933333333,1251,0.999843441083518,26,1,2,17.5740990432062,549.318224021511,,,70416
1252,17.476055,17.6678333333333,1252,0.999748932147539,10,1,2,17.5553276242051,490.312944480496,,,8284
