ID,xicStart,xicEnd,feature,corrMax,ionCount,chargeOrder,maxIsotopeCount,rt,mwMonoisotopic,theo_mwMonoisotopic,inferredStructure,maxIntensity
693,8.78318833333333,8.88725166666667,693,0.993940579930537,3,2;3,3,8.86844412713299,1731.73324980083,"1731.7307,1731.7307","GM-AEJA-GM-AEJ (Deacetyl-Anhydro) |2,GM-AEJ-GM-AEJA (Deacetyl-Anhydro) |2",340472
847,12.1575166666667,12.6506833333333,847,0.99164040496577,6,2;3,3,12.3963487779206,1753.71908964458,"1753.7151,1753.7151","GM-AEJA-GM-AEJ (Double Anhydro) |2,GM-AEJ-GM-AEJA (Double Anhydro) |2",3844633
748,9.55354,9.89901666666667,748,0.973902564166223,4,3;2,4,9.64711564446177,2145.92076620516,2145.9053,GM-AEJA-GM-AEJ-JEA (Anhydro) |2,83048
656,7.96785,8.17605333333333,656,0.963941022858746,5,3;2,5,8.02893362397684,2165.93291220125,"2165.9315,2165.9319,2165.9319","GM-AEJA-GM-AEJ-JEA|2,GM-AEJ-GM-AEJ-GM-AEJA (Amidase Product) |3,GM-AEJ-GM-AEJA-GM-AEJ (Amidase Product) |3",118285
567,6.03018333333333,7.00218166666667,567,0.997636422334545,10,2;3,3,6.50910443968701,1384.60934843365,"1384.6092,1384.6092","GM-AEJA-GM-AEJA (Amidase Product) |2,GM-AEJ-GM-AEJAA (Amidase Product) |2",106981752
668,8.26051666666667,8.30790833333333,668,0.996553933778503,4,3;2,4,8.28792945991607,1863.81409003521,"1863.8206,1863.8206","GM-AEJA-GM-AEJA (Amidated) |2,GM-AEJ-GM-AEJAA (Amidated) |2",369866
790,10.90389,11.6675633333333,790,0.996172331396069,10,2;3,3,11.0148648049344,1844.78207792584,"1844.7784,1844.7784","GM-AEJA-GM-AEJA (Anhydro) |2,GM-AEJ-GM-AEJAA (Anhydro) |2",73079248
719,9.16438833333333,10.2625166666667,719,0.982938408491756,14,3;2,4,9.70331409393629,1844.78352948641,"1844.7784,1844.7784","GM-AEJA-GM-AEJA (Anhydro) |2,GM-AEJ-GM-AEJAA (Anhydro) |2",1168933
619,7.26288333333333,7.51118333333333,619,0.983324429064763,6,2;3,3,7.40096621019417,1822.79648222271,"1822.7941,1822.7941","GM-AEJA-GM-AEJA (Deacetyl) |2,GM-AEJ-GM-AEJAA (Deacetyl) |2",7051400
716,9.09885,9.23588,716,0.993541959406728,4,3;2,3,9.19407791650546,1802.77524198834,"1802.7678,1802.7678","GM-AEJA-GM-AEJA (Deacetyl-Anhydro) |2,GM-AEJ-GM-AEJAA (Deacetyl-Anhydro) |2",410121
664,7.85485,7.96785,664,0.996056442878577,3,2;3,3,7.87716457854134,1802.77072538677,"1802.7678,1802.7678","GM-AEJA-GM-AEJA (Deacetyl-Anhydro) |2,GM-AEJ-GM-AEJAA (Deacetyl-Anhydro) |2",79018
866,12.57635,12.8116833333333,866,0.994889745158142,5,2;3,3,12.5834303100636,1824.7563210899,"1824.7522,1824.7522","GM-AEJA-GM-AEJA (Double Anhydro) |2,GM-AEJ-GM-AEJAA (Double Anhydro) |2",5061277
814,11.1342283333333,11.5091833333333,814,0.975884498292904,3,3;2,4,11.3601711980496,1824.75636884188,"1824.7522,1824.7522","GM-AEJA-GM-AEJA (Double Anhydro) |2,GM-AEJ-GM-AEJAA (Double Anhydro) |2",35983
808,11.0649166666667,11.288015,808,0.999182265523584,4,2;3,3,11.1930960700303,1915.81747831646,1915.8155,GM-AEJA-GM-AEJAA (Anhydro) |2,322101
721,9.16438833333333,9.35289,721,0.994016108770624,7,2;3,3,9.24056924045168,1935.84274687115,1935.8417,GM-AEJA-GM-AEJAA|2,3998618
